case_index	table_id	hypothesis	label
88-10	T2115	Fatty liver has no more than three types.	E
88-11	T2115	Fatty liver has exactly one type.	C
88-12	T2115	Fatty liver has exactly two types.	E
88-13	T2115	Fatty liver has exactly three types.	C
88-14	T2115	Fatty liver has one type.	E
88-15	T2115	Fatty liver has two types.	E
88-16	T2115	Fatty liver has three types.	C
88-17	T2115	Fatty liver has at least one type.	E
88-18	T2115	Fatty liver has at least two types.	E
88-19	T2115	Fatty liver has at least three types.	C
88-23	T2115	Fatty liver has no less than one type.	E
88-24	T2115	Fatty liver has no less than two types.	E
88-25	T2115	Fatty liver has no less than three types.	C
88-26	T2115	Fatty liver has more than one type.	E
88-27	T2115	Fatty liver has more than two types.	C
88-28	T2115	Fatty liver has more than three types.	C
89-0	T2126	The GMAT exam has less than three sections.	C
89-1	T2126	The GMAT exam has less than four sections.	C
89-2	T2126	The GMAT exam has less than five sections.	E
89-9	T2126	The GMAT exam has no more than three sections.	C
89-10	T2126	The GMAT exam has no more than four sections.	E
89-11	T2126	The GMAT exam has no more than five sections.	E
89-12	T2126	The GMAT exam has exactly three sections.	C
89-13	T2126	The GMAT exam has exactly four sections.	E
89-14	T2126	The GMAT exam has exactly five sections.	C
89-15	T2126	The GMAT exam has three sections.	E
89-16	T2126	The GMAT exam has four sections.	E
89-17	T2126	The GMAT exam has five sections.	C
89-18	T2126	The GMAT exam has at least three sections.	E
89-19	T2126	The GMAT exam has at least four sections.	E
89-20	T2126	The GMAT exam has at least five sections.	C
89-24	T2126	The GMAT exam has no less than three sections.	E
89-25	T2126	The GMAT exam has no less than four sections.	E
89-26	T2126	The GMAT exam has no less than five sections.	C
89-27	T2126	The GMAT exam has more than three sections.	E
89-28	T2126	The GMAT exam has more than four sections.	C
89-29	T2126	The GMAT exam has more than five sections.	C
90-0	T2134	The HTC Dream has less than two antennae.	C
90-1	T2134	The HTC Dream has less than three antennae.	E
90-8	T2134	The HTC Dream has no more than one antenna.	C
90-9	T2134	The HTC Dream has no more than two antennae.	E
90-10	T2134	The HTC Dream has no more than three antennae.	E
90-11	T2134	The HTC Dream has exactly one antenna.	C
90-12	T2134	The HTC Dream has exactly two antennae.	E
90-13	T2134	The HTC Dream has exactly three antennae.	C
90-14	T2134	The HTC Dream has one antenna.	E
90-15	T2134	The HTC Dream has two antennae.	E
90-16	T2134	The HTC Dream has three antennae.	C
90-17	T2134	The HTC Dream has at least one antenna.	E
90-18	T2134	The HTC Dream has at least two antennae.	E
90-19	T2134	The HTC Dream has at least three antennae.	C
90-23	T2134	The HTC Dream has no less than one antenna.	E
90-24	T2134	The HTC Dream has no less than two antennae.	E
90-25	T2134	The HTC Dream has no less than three antennae.	C
90-26	T2134	The HTC Dream has more than one antenna.	E
90-27	T2134	The HTC Dream has more than two antennae.	C
90-28	T2134	The HTC Dream has more than three antennae.	C
91-0	T2136	Hyperthyroidism has less than five causes.	C
91-1	T2136	Hyperthyroidism has less than six causes.	C
91-2	T2136	Hyperthyroidism has less than seven causes.	E
91-9	T2136	Hyperthyroidism has no more than five causes.	C
91-10	T2136	Hyperthyroidism has no more than six causes.	E
91-11	T2136	Hyperthyroidism has no more than seven causes.	E
91-12	T2136	Hyperthyroidism has exactly five causes.	C
91-13	T2136	Hyperthyroidism has exactly six causes.	E
91-14	T2136	Hyperthyroidism has exactly seven causes.	C
91-15	T2136	Hyperthyroidism has five causes.	E
91-16	T2136	Hyperthyroidism has six causes.	E
91-17	T2136	Hyperthyroidism has seven causes.	C
91-18	T2136	Hyperthyroidism has at least five causes.	E
91-19	T2136	Hyperthyroidism has at least six causes.	E
91-20	T2136	Hyperthyroidism has at least seven causes.	C
91-24	T2136	Hyperthyroidism has no less than five causes.	E
91-25	T2136	Hyperthyroidism has no less than six causes.	E
91-26	T2136	Hyperthyroidism has no less than seven causes.	C
91-27	T2136	Hyperthyroidism has more than five causes.	E
91-28	T2136	Hyperthyroidism has more than six causes.	C
91-29	T2136	Hyperthyroidism has more than seven causes.	C
92-0	T2138	The International English Language Testing System has less than three parts.	C
92-1	T2138	The International English Language Testing System has less than four parts.	C
92-2	T2138	The International English Language Testing System has less than five parts.	E
92-9	T2138	The International English Language Testing System has no more than three parts.	C
92-10	T2138	The International English Language Testing System has no more than four parts.	E
92-11	T2138	The International English Language Testing System has no more than five parts.	E
92-12	T2138	The International English Language Testing System has exactly three parts.	C
92-13	T2138	The International English Language Testing System has exactly four parts.	E
92-14	T2138	The International English Language Testing System has exactly five parts.	C
92-15	T2138	The International English Language Testing System has three parts.	E
92-16	T2138	The International English Language Testing System has four parts.	E
92-17	T2138	The International English Language Testing System has five parts.	C
92-18	T2138	The International English Language Testing System has at least three parts.	E
92-19	T2138	The International English Language Testing System has at least four parts.	E
92-20	T2138	The International English Language Testing System has at least five parts.	C
92-24	T2138	The International English Language Testing System has no less than three parts.	E
92-25	T2138	The International English Language Testing System has no less than four parts.	E
92-26	T2138	The International English Language Testing System has no less than five parts.	C
92-27	T2138	The International English Language Testing System has more than three parts.	E
92-28	T2138	The International English Language Testing System has more than four parts.	C
92-29	T2138	The International English Language Testing System has more than five parts.	C
93-0	T2142	There are less than two tests.	C
93-1	T2142	There are less than three tests.	E
93-8	T2142	There is no more than one test.	C
93-9	T2142	There are no more than two tests.	E
93-10	T2142	There are no more than three tests.	E
93-11	T2142	There is exactly one test.	C
93-12	T2142	There are exactly two tests.	E
93-13	T2142	There are exactly three tests.	C
93-14	T2142	There is one test.	E
93-15	T2142	There are two tests.	E
93-16	T2142	There are three tests.	C
93-17	T2142	There is at least one test.	E
93-18	T2142	There are at least two tests.	E
93-19	T2142	There are at least three tests.	C
93-23	T2142	There is no less than one test.	E
93-24	T2142	There are no less than two tests.	E
93-25	T2142	There are no less than three tests.	C
93-26	T2142	There is more than one test.	E
93-27	T2142	There are more than two tests.	C
93-28	T2142	There are more than three tests.	C
94-0	T2155	Māgha Pūjā is observed in less than four countries.	C
94-1	T2155	Māgha Pūjā is observed in less than five countries.	C
94-2	T2155	Māgha Pūjā is observed in less than six countries.	E
94-9	T2155	Māgha Pūjā is observed in no more than four countries.	C
94-10	T2155	Māgha Pūjā is observed in no more than five countries.	E
94-11	T2155	Māgha Pūjā is observed in no more than six countries.	E
94-12	T2155	Māgha Pūjā is observed in exactly four countries.	C
94-13	T2155	Māgha Pūjā is observed in exactly five countries.	E
94-14	T2155	Māgha Pūjā is observed in exactly six countries.	C
94-15	T2155	Māgha Pūjā is observed in four countries.	E
94-16	T2155	Māgha Pūjā is observed in five countries.	E
94-17	T2155	Māgha Pūjā is observed in six countries.	C
94-18	T2155	Māgha Pūjā is observed in at least four countries.	E
94-19	T2155	Māgha Pūjā is observed in at least five countries.	E
94-20	T2155	Māgha Pūjā is observed in at least six countries.	C
94-24	T2155	Māgha Pūjā is observed in no less than four countries.	E
94-25	T2155	Māgha Pūjā is observed in no less than five countries.	E
94-26	T2155	Māgha Pūjā is observed in no less than six countries.	C
94-27	T2155	Māgha Pūjā is observed in more than four countries.	E
94-28	T2155	Māgha Pūjā is observed in more than five countries.	C
94-29	T2155	Māgha Pūjā is observed in more than six countries.	C
95-0	T2161	Mawlid is a holiday in less than 31 countries.	C
95-1	T2161	Mawlid is a holiday in less than 32 countries.	C
95-2	T2161	Mawlid is a holiday in less than 33 countries.	E
95-9	T2161	Mawlid is a holiday in no more than 31 countries.	C
95-10	T2161	Mawlid is a holiday in no more than 32 countries.	E
95-11	T2161	Mawlid is a holiday in no more than 33 countries.	E
95-12	T2161	Mawlid is a holiday in exactly 31 countries.	C
95-13	T2161	Mawlid is a holiday in exactly 32 countries.	E
95-14	T2161	Mawlid is a holiday in exactly 33 countries.	C
95-15	T2161	Mawlid is a holiday in 31 countries.	E
95-16	T2161	Mawlid is a holiday in 32 countries.	E
95-17	T2161	Mawlid is a holiday in 33 countries.	C
95-18	T2161	Mawlid is a holiday in at least 31 countries.	E
95-19	T2161	Mawlid is a holiday in at least 32 countries.	E
95-20	T2161	Mawlid is a holiday in at least 33 countries.	C
95-24	T2161	Mawlid is a holiday in no less than 31 countries.	E
95-25	T2161	Mawlid is a holiday in no less than 32 countries.	E
95-26	T2161	Mawlid is a holiday in no less than 33 countries.	C
95-27	T2161	Mawlid is a holiday in more than 31 countries.	E
95-28	T2161	Mawlid is a holiday in more than 32 countries.	C
95-29	T2161	Mawlid is a holiday in more than 33 countries.	C
96-0	T2166	The MicroBee had less than two CPUs.	E
96-5	T2166	The MicroBee had no more than one CPU.	E
96-6	T2166	The MicroBee had no more than two CPUs.	E
96-7	T2166	The MicroBee had exactly one CPU.	E
96-8	T2166	The MicroBee had exactly two CPUs.	C
96-9	T2166	The MicroBee had one CPU.	E
96-10	T2166	The MicroBee had two CPUs.	C
96-11	T2166	The MicroBee had at least one CPU.	E
96-12	T2166	The MicroBee had at least two CPUs.	C
96-15	T2166	The MicroBee had no less than one CPU.	E
96-16	T2166	The MicroBee had no less than two CPUs.	C
96-17	T2166	The MicroBee had more than one CPU.	C
96-18	T2166	The MicroBee had more than two CPUs.	C
97-0	T2167	Migraines have less than two causes and less than two risk factors.	C
97-1	T2167	Migraines have less than three causes and less than three risk factors.	E
97-8	T2167	Migraines have no more than one cause and no more than one risk factors.	C
97-9	T2167	Migraines have no more than two causes and no more than two risk factors.	E
97-10	T2167	Migraines have no more than three causes and no more than three risk factors.	E
97-11	T2167	Migraines have exactly one cause and exactly one risk factors.	C
97-12	T2167	Migraines have exactly two causes and exactly two risk factors.	E
97-13	T2167	Migraines have exactly three causes and exactly three risk factors.	C
97-14	T2167	Migraines have one cause and one risk factors.	E
97-15	T2167	Migraines have two causes and two risk factors.	E
97-16	T2167	Migraines have three causes and three risk factors.	C
97-17	T2167	Migraines have at least one cause and at least one risk factors.	E
97-18	T2167	Migraines have at least two causes and at least two risk factors.	E
97-19	T2167	Migraines have at least three causes and at least three risk factors.	C
97-23	T2167	Migraines have no less than one cause and no less than one risk factors.	E
97-24	T2167	Migraines have no less than two causes and no less than two risk factors.	E
97-25	T2167	Migraines have no less than three causes and no less than three risk factors.	C
97-26	T2167	Migraines have more than one cause and more than one risk factors.	E
97-27	T2167	Migraines have more than two causes and more than two risk factors.	C
97-28	T2167	Migraines have more than three causes and more than three risk factors.	C
98-0	T2231	There are less than two forms for Type 1 diabetes.	C
98-1	T2231	There are less than three forms for Type 1 diabetes.	E
98-8	T2231	There is no more than one form for Type 1 diabetes.	C
98-9	T2231	There are no more than two forms for Type 1 diabetes.	E
98-10	T2231	There are no more than three forms for Type 1 diabetes.	E
98-11	T2231	There is exactly one form for Type 1 diabetes.	C
98-12	T2231	There are exactly two forms for Type 1 diabetes.	E
98-13	T2231	There are exactly three forms for Type 1 diabetes.	C
98-14	T2231	There is one form for Type 1 diabetes.	E
98-15	T2231	There are two forms for Type 1 diabetes.	E
98-16	T2231	There are three forms for Type 1 diabetes.	C
98-17	T2231	There is at least one form for Type 1 diabetes.	E
98-18	T2231	There are at least two forms for Type 1 diabetes.	E
98-19	T2231	There are at least three forms for Type 1 diabetes.	C
98-23	T2231	There is no less than one form for Type 1 diabetes.	E
98-24	T2231	There are no less than two forms for Type 1 diabetes.	E
98-25	T2231	There are no less than three forms for Type 1 diabetes.	C
98-26	T2231	There is more than one form for Type 1 diabetes.	E
98-27	T2231	There are more than two forms for Type 1 diabetes.	C
98-28	T2231	There are more than three forms for Type 1 diabetes.	C
99-0	T2239	Vesak is known by less than five names.	C
99-1	T2239	Vesak is known by less than six names.	C
99-2	T2239	Vesak is known by less than seven names.	E
99-9	T2239	Vesak is known by no more than five names.	C
99-10	T2239	Vesak is known by no more than six names.	E
99-11	T2239	Vesak is known by no more than seven names.	E
99-12	T2239	Vesak is known by exactly five names.	C
99-13	T2239	Vesak is known by exactly six names.	E
99-14	T2239	Vesak is known by exactly seven names.	C
99-15	T2239	Vesak is known by five names.	E
99-16	T2239	Vesak is known by six names.	E
99-17	T2239	Vesak is known by seven names.	C
99-18	T2239	Vesak is known by at least five names.	E
99-19	T2239	Vesak is known by at least six names.	E
99-20	T2239	Vesak is known by at least seven names.	C
99-24	T2239	Vesak is known by no less than five names.	E
99-25	T2239	Vesak is known by no less than six names.	E
99-26	T2239	Vesak is known by no less than seven names.	C
99-27	T2239	Vesak is known by more than five names.	E
99-28	T2239	Vesak is known by more than six names.	C
99-29	T2239	Vesak is known by more than seven names.	C
100-0	T2247	There were less than five consequences.	C
100-1	T2247	There were less than six consequences.	C
100-2	T2247	There were less than seven consequences.	E
100-9	T2247	There were no more than five consequences.	C
100-10	T2247	There were no more than six consequences.	E
100-11	T2247	There were no more than seven consequences.	E
100-12	T2247	There were exactly five consequences.	C
100-13	T2247	There were exactly six consequences.	E
100-14	T2247	There were exactly seven consequences.	C
100-15	T2247	There were five consequences.	E
100-16	T2247	There were six consequences.	E
100-17	T2247	There were seven consequences.	C
100-18	T2247	There were at least five consequences.	E
100-19	T2247	There were at least six consequences.	E
100-20	T2247	There were at least seven consequences.	C
100-24	T2247	There were no less than five consequences.	E
100-25	T2247	There were no less than six consequences.	E
100-26	T2247	There were no less than seven consequences.	C
100-27	T2247	There were more than five consequences.	E
100-28	T2247	There were more than six consequences.	C
100-29	T2247	There were more than seven consequences.	C
101-0	T2268	The Union Turnpike Manhattan–Queens Express serves over less than six communities.	C
101-1	T2268	The Union Turnpike Manhattan–Queens Express serves over less than seven communities.	C
101-2	T2268	The Union Turnpike Manhattan–Queens Express serves over less than eight communities.	E
101-9	T2268	The Union Turnpike Manhattan–Queens Express serves over no more than six communities.	C
101-10	T2268	The Union Turnpike Manhattan–Queens Express serves over no more than seven communities.	E
101-11	T2268	The Union Turnpike Manhattan–Queens Express serves over no more than eight communities.	E
101-12	T2268	The Union Turnpike Manhattan–Queens Express serves over exactly six communities.	C
101-13	T2268	The Union Turnpike Manhattan–Queens Express serves over exactly seven communities.	E
101-14	T2268	The Union Turnpike Manhattan–Queens Express serves over exactly eight communities.	C
101-15	T2268	The Union Turnpike Manhattan–Queens Express serves over six communities.	E
101-16	T2268	The Union Turnpike Manhattan–Queens Express serves over seven communities.	E
101-17	T2268	The Union Turnpike Manhattan–Queens Express serves over eight communities.	C
101-18	T2268	The Union Turnpike Manhattan–Queens Express serves over at least six communities.	E
101-19	T2268	The Union Turnpike Manhattan–Queens Express serves over at least seven communities.	E
101-20	T2268	The Union Turnpike Manhattan–Queens Express serves over at least eight communities.	C
101-24	T2268	The Union Turnpike Manhattan–Queens Express serves over no less than six communities.	E
101-25	T2268	The Union Turnpike Manhattan–Queens Express serves over no less than seven communities.	E
101-26	T2268	The Union Turnpike Manhattan–Queens Express serves over no less than eight communities.	C
101-27	T2268	The Union Turnpike Manhattan–Queens Express serves over more than six communities.	E
101-28	T2268	The Union Turnpike Manhattan–Queens Express serves over more than seven communities.	C
101-29	T2268	The Union Turnpike Manhattan–Queens Express serves over more than eight communities.	C
102-0	T2267	Quadriplegia has less than two types.	C
102-1	T2267	Quadriplegia has less than three types.	E
102-8	T2267	Quadriplegia has no more than one type.	C
102-9	T2267	Quadriplegia has no more than two types.	E
102-10	T2267	Quadriplegia has no more than three types.	E
102-11	T2267	Quadriplegia has exactly one type.	C
102-12	T2267	Quadriplegia has exactly two types.	E
102-13	T2267	Quadriplegia has exactly three types.	C
102-14	T2267	Quadriplegia has one type.	E
102-15	T2267	Quadriplegia has two types.	E
102-16	T2267	Quadriplegia has three types.	C
102-17	T2267	Quadriplegia has at least one type.	E
102-18	T2267	Quadriplegia has at least two types.	E
102-19	T2267	Quadriplegia has at least three types.	C
102-23	T2267	Quadriplegia has no less than one type.	E
102-24	T2267	Quadriplegia has no less than two types.	E
102-25	T2267	Quadriplegia has no less than three types.	C
102-26	T2267	Quadriplegia has more than one type.	E
102-27	T2267	Quadriplegia has more than two types.	C
102-28	T2267	Quadriplegia has more than three types.	C
103-0	T2256	Questions test less than five areas.	C
103-1	T2256	Questions test less than six areas.	C
103-2	T2256	Questions test less than seven areas.	E
103-9	T2256	Questions test no more than five areas.	C
103-10	T2256	Questions test no more than six areas.	E
103-11	T2256	Questions test no more than seven areas.	E
103-12	T2256	Questions test exactly five areas.	C
103-13	T2256	Questions test exactly six areas.	E
103-14	T2256	Questions test exactly seven areas.	C
103-15	T2256	Questions test five areas.	E
103-16	T2256	Questions test six areas.	E
103-17	T2256	Questions test seven areas.	C
103-18	T2256	Questions test at least five areas.	E
103-19	T2256	Questions test at least six areas.	E
103-20	T2256	Questions test at least seven areas.	C
103-24	T2256	Questions test no less than five areas.	E
103-25	T2256	Questions test no less than six areas.	E
103-26	T2256	Questions test no less than seven areas.	C
103-27	T2256	Questions test more than five areas.	E
103-28	T2256	Questions test more than six areas.	C
103-29	T2256	Questions test more than seven areas.	C
104-0	T2253	Brighton Main Line has less than two termini.	C
104-1	T2253	Brighton Main Line has less than three termini.	C
104-2	T2253	Brighton Main Line has less than four termini.	E
104-9	T2253	Brighton Main Line has no more than two termini.	C
104-10	T2253	Brighton Main Line has no more than three termini.	E
104-11	T2253	Brighton Main Line has no more than four termini.	E
104-12	T2253	Brighton Main Line has exactly two termini.	C
104-13	T2253	Brighton Main Line has exactly three termini.	E
104-14	T2253	Brighton Main Line has exactly four termini.	C
104-15	T2253	Brighton Main Line has two termini.	E
104-16	T2253	Brighton Main Line has three termini.	E
104-17	T2253	Brighton Main Line has four termini.	C
104-18	T2253	Brighton Main Line has at least two termini.	E
104-19	T2253	Brighton Main Line has at least three termini.	E
104-20	T2253	Brighton Main Line has at least four termini.	C
104-24	T2253	Brighton Main Line has no less than two termini.	E
104-25	T2253	Brighton Main Line has no less than three termini.	E
104-26	T2253	Brighton Main Line has no less than four termini.	C
104-27	T2253	Brighton Main Line has more than two termini.	E
104-28	T2253	Brighton Main Line has more than three termini.	C
104-29	T2253	Brighton Main Line has more than four termini.	C
105-0	T2260	Halloween is related to less than ten holidays.	C
105-1	T2260	Halloween is related to less than 11 holidays.	C
105-2	T2260	Halloween is related to less than 12 holidays.	E
105-9	T2260	Halloween is related to no more than ten holidays.	C
105-10	T2260	Halloween is related to no more than 11 holidays.	E
105-11	T2260	Halloween is related to no more than 12 holidays.	E
105-12	T2260	Halloween is related to exactly ten holidays.	C
105-13	T2260	Halloween is related to exactly 11 holidays.	E
105-14	T2260	Halloween is related to exactly 12 holidays.	C
105-15	T2260	Halloween is related to ten holidays.	E
105-16	T2260	Halloween is related to 11 holidays.	E
105-17	T2260	Halloween is related to 12 holidays.	C
105-18	T2260	Halloween is related to at least ten holidays.	E
105-19	T2260	Halloween is related to at least 11 holidays.	E
105-20	T2260	Halloween is related to at least 12 holidays.	C
105-24	T2260	Halloween is related to no less than ten holidays.	E
105-25	T2260	Halloween is related to no less than 11 holidays.	E
105-26	T2260	Halloween is related to no less than 12 holidays.	C
105-27	T2260	Halloween is related to more than ten holidays.	E
105-28	T2260	Halloween is related to more than 11 holidays.	C
105-29	T2260	Halloween is related to more than 12 holidays.	C
106-0	T2253	Brighton Main Line serves less than two locales.	C
106-1	T2253	Brighton Main Line serves less than three locales.	E
106-8	T2253	Brighton Main Line serves no more than one locale.	C
106-9	T2253	Brighton Main Line serves no more than two locales.	E
106-10	T2253	Brighton Main Line serves no more than three locales.	E
106-11	T2253	Brighton Main Line serves exactly one locale.	C
106-12	T2253	Brighton Main Line serves exactly two locales.	E
106-13	T2253	Brighton Main Line serves exactly three locales.	C
106-14	T2253	Brighton Main Line serves one locale.	E
106-15	T2253	Brighton Main Line serves two locales.	E
106-16	T2253	Brighton Main Line serves three locales.	C
106-17	T2253	Brighton Main Line serves at least one locale.	E
106-18	T2253	Brighton Main Line serves at least two locales.	E
106-19	T2253	Brighton Main Line serves at least three locales.	C
106-23	T2253	Brighton Main Line serves no less than one locale.	E
106-24	T2253	Brighton Main Line serves no less than two locales.	E
106-25	T2253	Brighton Main Line serves no less than three locales.	C
106-26	T2253	Brighton Main Line serves more than one locale.	E
106-27	T2253	Brighton Main Line serves more than two locales.	C
106-28	T2253	Brighton Main Line serves more than three locales.	C
